State,Vintage,Dwellings,Year,HPI Yearly Percent Change,HPI Index Publication Base,Unemployment Rate,Unemployment,Employment,Labor Force,Employment-Population Ratio,Labor Force Participation Rate,Inflation Rate (%),Annual Change
New Mexico,Existing,Single-Family,2008,-1.218,111.265,4.3,39983.0,893645.0,933628.0,59.6,62.3,3.8391,0.99
New York,Existing,Single-Family,2008,-2.971,104.79,5.4,519829.0,9121271.0,9641100.0,59.7,63.1,3.8391,0.99
North Carolina,Existing,Single-Family,2008,1.106,105.369,6.2,281872.0,4296605.0,4578477.0,61.3,65.3,3.8391,0.99
North Dakota,Existing,Single-Family,2008,3.169,71.624,3.1,11397.0,360446.0,371843.0,72.2,74.5,3.8391,0.99
Ohio,Existing,Single-Family,2008,-2.583,102.787,6.6,393367.0,5609101.0,6002468.0,62.8,67.2,3.8391,0.99
Oklahoma,Existing,Single-Family,2008,2.003,92.354,3.6,62477.0,1678409.0,1740886.0,61.2,63.5,3.8391,0.99
Oregon,Existing,Single-Family,2008,-3.564,101.292,6.2,121283.0,1825256.0,1946539.0,61.4,65.5,3.8391,0.99
Pennsylvania,Existing,Single-Family,2008,-0.923,102.64,5.3,342968.0,6096818.0,6439786.0,61.7,65.1,3.8391,0.99
Rhode Island,Existing,Single-Family,2008,-8.114,114.436,7.6,43042.0,525187.0,568229.0,62.6,67.8,3.8391,0.99
South Carolina,Existing,Single-Family,2008,0.59,104.646,7.3,157181.0,2002903.0,2160084.0,58.2,62.8,3.8391,0.99
South Dakota,Existing,Single-Family,2008,2.546,88.767,3.1,13542.0,425670.0,439212.0,69.6,71.8,3.8391,0.99
Tennessee,Existing,Single-Family,2008,0.376,97.625,6.5,198685.0,2862093.0,3060778.0,59.4,63.5,3.8391,0.99
Texas,Existing,Single-Family,2008,1.82,84.174,4.9,567244.0,11110499.0,11677743.0,62.6,65.8,3.8391,0.99
Utah,Existing,Single-Family,2008,-1.238,100.856,3.3,46252.0,1339394.0,1385646.0,69.3,71.6,3.8391,0.99
Vermont,Existing,Single-Family,2008,-0.205,102.719,4.5,16061.0,337925.0,353986.0,67.0,70.1,3.8391,0.99
Virginia,Existing,Single-Family,2008,-4.893,105.916,4.3,175866.0,3952723.0,4128589.0,66.7,69.7,3.8391,0.99
Washington,Existing,Single-Family,2008,-2.647,104.812,5.2,182379.0,3291664.0,3474043.0,64.7,68.3,3.8391,0.99
West Virginia,Existing,Single-Family,2008,-0.48,98.611,4.7,37960.0,768294.0,806254.0,53.0,55.7,3.8391,0.99
Wisconsin,Existing,Single-Family,2008,-1.633,105.594,4.9,153057.0,2945874.0,3098931.0,67.1,70.6,3.8391,0.99
Wyoming,Existing,Single-Family,2008,2.093,96.421,2.9,8711.0,287909.0,296620.0,70.1,72.2,3.8391,0.99
Alabama,Existing,Single-Family,2009,-1.443,104.763,10.1,217809.0,1938784.0,2156593.0,53.5,59.6,-0.3555,-4.19
Alaska,Existing,Single-Family,2009,-0.51,91.503,8.0,28661.0,330718.0,359379.0,64.6,70.2,-0.3555,-4.19
Arizona,Existing,Single-Family,2009,-15.883,93.657,9.7,302465.0,2826426.0,3128891.0,57.1,63.2,-0.3555,-4.19
Arkansas,Existing,Single-Family,2009,-1.252,98.507,7.7,104649.0,1248691.0,1353340.0,56.7,61.4,-0.3555,-4.19
California,Existing,Single-Family,2009,-13.441,80.624,11.5,2112831.0,16193122.0,18305953.0,57.9,65.5,-0.3555,-4.19
Colorado,Existing,Single-Family,2009,-1.558,83.12,7.9,215121.0,2515483.0,2730604.0,65.5,71.1,-0.3555,-4.19
Connecticut,Existing,Single-Family,2009,-5.68,108.935,8.3,157013.0,1731361.0,1888374.0,63.0,68.7,-0.3555,-4.19
Delaware,Existing,Single-Family,2009,-5.39,107.466,8.4,36665.0,401718.0,438383.0,58.6,63.9,-0.3555,-4.19
Florida,Existing,Single-Family,2009,-14.801,93.502,9.6,860538.0,8127251.0,8987789.0,55.7,61.6,-0.3555,-4.19
Georgia,Existing,Single-Family,2009,-4.556,102.667,10.4,499320.0,4292830.0,4792150.0,58.8,65.6,-0.3555,-4.19
Hawaii,Existing,Single-Family,2009,-8.637,87.204,6.7,42172.0,589798.0,631970.0,60.1,64.4,-0.3555,-4.19
Idaho,Existing,Single-Family,2009,-6.647,101.158,8.7,66801.0,696832.0,763633.0,60.6,66.4,-0.3555,-4.19
Illinois,Existing,Single-Family,2009,-6.676,105.552,10.2,673081.0,5928539.0,6601620.0,60.0,66.8,-0.3555,-4.19
Indiana,Existing,Single-Family,2009,-1.615,96.96,10.5,336362.0,2880173.0,3216535.0,58.7,65.5,-0.3555,-4.19
Iowa,Existing,Single-Family,2009,-0.045,93.354,6.4,107498.0,1569561.0,1677059.0,67.3,71.9,-0.3555,-4.19
Kansas,Existing,Single-Family,2009,-0.388,95.853,6.9,104430.0,1408142.0,1512572.0,66.2,71.1,-0.3555,-4.19
Kentucky,Existing,Single-Family,2009,-0.773,96.577,10.8,222762.0,1842085.0,2064847.0,55.3,62.0,-0.3555,-4.19
Louisiana,Existing,Single-Family,2009,-0.319,94.158,6.8,140673.0,1927200.0,2067873.0,56.9,61.0,-0.3555,-4.19
Maine,Existing,Single-Family,2009,-4.199,101.904,8.4,58556.0,639142.0,697698.0,60.0,65.5,-0.3555,-4.19
Maryland,Existing,Single-Family,2009,-9.306,103.15,7.6,230472.0,2819397.0,3049869.0,64.1,69.4,-0.3555,-4.19
Massachusetts,Existing,Single-Family,2009,-4.528,93.532,8.1,280925.0,3189506.0,3470431.0,60.9,66.3,-0.3555,-4.19
Michigan,Existing,Single-Family,2009,-7.271,93.027,13.1,638574.0,4221462.0,4860036.0,54.3,62.5,-0.3555,-4.19
Minnesota,Existing,Single-Family,2009,-5.217,98.045,7.9,232082.0,2699974.0,2932056.0,66.1,71.8,-0.3555,-4.19
Mississippi,Existing,Single-Family,2009,-1.866,101.262,9.4,118674.0,1149831.0,1268505.0,52.3,57.7,-0.3555,-4.19
Missouri,Existing,Single-Family,2009,-2.658,100.217,9.0,276814.0,2784890.0,3061704.0,60.4,66.4,-0.3555,-4.19
Montana,Existing,Single-Family,2009,-2.093,93.985,7.1,35815.0,466778.0,502593.0,60.8,65.5,-0.3555,-4.19
Nebraska,Existing,Single-Family,2009,-0.297,90.148,4.7,45952.0,941903.0,987855.0,69.1,72.5,-0.3555,-4.19
Nevada,Existing,Single-Family,2009,-19.928,90.342,11.7,160315.0,1207052.0,1367367.0,60.4,68.4,-0.3555,-4.19
New Hampshire,Existing,Single-Family,2009,-6.125,100.881,6.1,45440.0,694362.0,739802.0,65.7,70.0,-0.3555,-4.19
New Jersey,Existing,Single-Family,2009,-6.92,105.337,9.0,406937.0,4133366.0,4540303.0,61.1,67.1,-0.3555,-4.19
New Mexico,Existing,Single-Family,2009,-3.961,106.858,7.1,65686.0,862687.0,928373.0,56.9,61.2,-0.3555,-4.19
New York,Existing,Single-Family,2009,-4.28,100.305,8.4,810105.0,8853905.0,9664010.0,57.7,62.9,-0.3555,-4.19
North Carolina,Existing,Single-Family,2009,-2.266,102.981,11.0,509124.0,4104074.0,4613198.0,57.7,64.8,-0.3555,-4.19
North Dakota,Existing,Single-Family,2009,1.502,72.7,3.9,14628.0,355736.0,370364.0,70.6,73.5,-0.3555,-4.19
Ohio,Existing,Single-Family,2009,-2.414,100.306,10.2,600044.0,5304803.0,5904847.0,59.2,65.9,-0.3555,-4.19
Oklahoma,Existing,Single-Family,2009,0.52,92.834,6.6,116090.0,1653357.0,1769447.0,59.6,63.8,-0.3555,-4.19
Oregon,Existing,Single-Family,2009,-8.546,92.636,10.8,213209.0,1755156.0,1968365.0,58.3,65.4,-0.3555,-4.19
Pennsylvania,Existing,Single-Family,2009,-2.402,100.174,8.0,510165.0,5890073.0,6400238.0,59.3,64.4,-0.3555,-4.19
Rhode Island,Existing,Single-Family,2009,-8.046,105.229,11.4,65273.0,505930.0,571203.0,60.1,67.9,-0.3555,-4.19
South Carolina,Existing,Single-Family,2009,-2.302,102.237,11.4,247430.0,1919307.0,2166737.0,55.0,62.1,-0.3555,-4.19
South Dakota,Existing,Single-Family,2009,0.438,89.155,4.6,20177.0,421123.0,441300.0,68.2,71.5,-0.3555,-4.19
Tennessee,Existing,Single-Family,2009,-1.806,95.862,10.1,307524.0,2725134.0,3032658.0,56.0,62.3,-0.3555,-4.19
Texas,Existing,Single-Family,2009,0.155,84.305,7.5,900971.0,11043167.0,11944138.0,61.0,66.0,-0.3555,-4.19
Utah,Existing,Single-Family,2009,-7.889,92.899,7.3,99631.0,1274210.0,1373841.0,64.6,69.7,-0.3555,-4.19
Vermont,Existing,Single-Family,2009,-2.246,100.411,6.2,22264.0,337018.0,359282.0,66.5,70.8,-0.3555,-4.19
Virginia,Existing,Single-Family,2009,-5.417,100.178,6.8,282835.0,3853351.0,4136186.0,64.2,68.9,-0.3555,-4.19
Washington,Existing,Single-Family,2009,-8.465,95.94,8.3,286984.0,3176729.0,3463713.0,61.4,66.9,-0.3555,-4.19
West Virginia,Existing,Single-Family,2009,-1.99,96.649,8.3,67400.0,743870.0,811270.0,51.2,55.8,-0.3555,-4.19
Wisconsin,Existing,Single-Family,2009,-2.93,102.5,9.0,279202.0,2833292.0,3112494.0,64.1,70.5,-0.3555,-4.19
Wyoming,Existing,Single-Family,2009,-1.785,94.7,6.3,18770.0,281123.0,299893.0,67.2,71.7,-0.3555,-4.19
Alabama,Existing,Single-Family,2010,-3.758,100.826,10.4,228204.0,1968824.0,2197028.0,53.4,59.5,1.64,2.0
Alaska,Existing,Single-Family,2010,-0.588,90.964,8.2,29522.0,332185.0,361707.0,64.1,69.8,1.64,2.0
Arizona,Existing,Single-Family,2010,-12.302,82.135,10.3,318912.0,2777404.0,3096316.0,56.7,63.2,1.64,2.0
Arkansas,Existing,Single-Family,2010,-2.479,96.065,7.9,106576.0,1247059.0,1353635.0,55.9,60.6,1.64,2.0
California,Existing,Single-Family,2010,-3.003,78.203,12.5,2292082.0,16078454.0,18370536.0,56.4,64.4,1.64,2.0
Colorado,Existing,Single-Family,2010,-3.275,80.398,9.2,248727.0,2466996.0,2715723.0,63.8,70.2,1.64,2.0
Connecticut,Existing,Single-Family,2010,-3.71,104.893,9.6,183168.0,1728121.0,1911289.0,61.8,68.3,1.64,2.0
Delaware,Existing,Single-Family,2010,-4.261,102.887,8.7,37808.0,398388.0,436196.0,56.8,62.2,1.64,2.0
Florida,Existing,Single-Family,2010,-9.715,84.419,10.8,991706.0,8155401.0,9147107.0,54.6,61.2,1.64,2.0
Georgia,Existing,Single-Family,2010,-7.147,95.33,10.7,502515.0,4207266.0,4709781.0,57.5,64.3,1.64,2.0
Hawaii,Existing,Single-Family,2010,-3.89,83.811,6.8,44339.0,604210.0,648549.0,58.7,63.0,1.64,2.0
Idaho,Existing,Single-Family,2010,-9.294,91.756,8.8,66882.0,695265.0,762147.0,59.7,65.4,1.64,2.0
Illinois,Existing,Single-Family,2010,-5.157,100.109,10.5,694231.0,5918202.0,6612433.0,59.7,66.8,1.64,2.0
Indiana,Existing,Single-Family,2010,-1.991,95.03,10.1,321042.0,2854843.0,3175885.0,57.5,64.0,1.64,2.0
Iowa,Existing,Single-Family,2010,-0.69,92.71,6.1,102451.0,1571960.0,1674411.0,66.7,71.0,1.64,2.0
Kansas,Existing,Single-Family,2010,-1.041,94.855,7.0,104291.0,1396172.0,1500463.0,65.0,69.8,1.64,2.0
Kentucky,Existing,Single-Family,2010,-1.161,95.456,10.3,212721.0,1852302.0,2065023.0,55.3,61.6,1.64,2.0
Louisiana,Existing,Single-Family,2010,-1.476,92.768,7.5,156742.0,1927720.0,2084462.0,56.1,60.6,1.64,2.0
Maine,Existing,Single-Family,2010,-3.449,98.39,8.4,58848.0,638984.0,697832.0,59.5,65.0,1.64,2.0
Maryland,Existing,Single-Family,2010,-4.787,98.212,7.8,241423.0,2836945.0,3078368.0,63.2,68.6,1.64,2.0
Massachusetts,Existing,Single-Family,2010,-1.894,91.76,8.1,280687.0,3198617.0,3479304.0,60.9,66.2,1.64,2.0
Michigan,Existing,Single-Family,2010,-6.844,86.661,12.2,580853.0,4173946.0,4754799.0,53.9,61.4,1.64,2.0
Minnesota,Existing,Single-Family,2010,-5.144,93.002,7.4,218073.0,2722623.0,2940696.0,66.2,71.5,1.64,2.0
Mississippi,Existing,Single-Family,2010,-3.268,97.953,10.1,132190.0,1176938.0,1309128.0,52.8,58.8,1.64,2.0
Missouri,Existing,Single-Family,2010,-2.812,97.399,9.5,289339.0,2753910.0,3043249.0,59.5,65.7,1.64,2.0
Montana,Existing,Single-Family,2010,-4.101,90.131,7.2,36087.0,464808.0,500895.0,59.8,64.4,1.64,2.0
Nebraska,Existing,Single-Family,2010,-0.717,89.502,4.7,46814.0,945195.0,992009.0,68.2,71.6,1.64,2.0
Nevada,Existing,Single-Family,2010,-13.797,77.878,13.8,186981.0,1171879.0,1358860.0,56.9,65.9,1.64,2.0
New Hampshire,Existing,Single-Family,2010,-3.806,97.041,6.1,45208.0,694132.0,739340.0,65.8,70.0,1.64,2.0
New Jersey,Existing,Single-Family,2010,-3.48,101.671,9.7,440796.0,4118982.0,4559778.0,60.0,66.5,1.64,2.0
New Mexico,Existing,Single-Family,2010,-3.759,102.841,7.8,72260.0,856602.0,928862.0,54.9,59.5,1.64,2.0
New York,Existing,Single-Family,2010,-2.819,97.478,8.7,839690.0,8790607.0,9630297.0,57.1,62.6,1.64,2.0
North Carolina,Existing,Single-Family,2010,-4.502,98.345,10.7,497912.0,4135783.0,4633695.0,56.7,63.5,1.64,2.0
North Dakota,Existing,Single-Family,2010,1.212,73.581,3.7,14021.0,365041.0,379062.0,70.1,72.8,1.64,2.0
Ohio,Existing,Single-Family,2010,-2.815,97.482,10.3,604169.0,5267304.0,5871473.0,58.7,65.5,1.64,2.0
Oklahoma,Existing,Single-Family,2010,-0.706,92.179,6.5,115206.0,1650502.0,1765708.0,58.3,62.3,1.64,2.0
Oregon,Existing,Single-Family,2010,-7.163,86.001,10.7,213715.0,1778034.0,1991749.0,58.6,65.6,1.64,2.0
Pennsylvania,Existing,Single-Family,2010,-2.098,98.073,8.2,522107.0,5838498.0,6360605.0,58.1,63.3,1.64,2.0
Rhode Island,Existing,Single-Family,2010,-4.323,100.68,11.6,66548.0,504957.0,571505.0,59.9,67.8,1.64,2.0
South Carolina,Existing,Single-Family,2010,-4.575,97.56,11.3,246093.0,1928442.0,2174535.0,54.1,61.0,1.64,2.0
South Dakota,Existing,Single-Family,2010,-0.902,88.351,4.9,21803.0,421815.0,443618.0,68.1,71.6,1.64,2.0
Tennessee,Existing,Single-Family,2010,-2.888,93.093,9.8,304062.0,2789056.0,3093118.0,56.6,62.8,1.64,2.0
Texas,Existing,Single-Family,2010,-1.224,83.272,8.2,1004656.0,11255444.0,12260100.0,60.6,66.0,1.64,2.0
Utah,Existing,Single-Family,2010,-6.202,87.138,7.9,107266.0,1242907.0,1350173.0,63.1,68.5,1.64,2.0
Vermont,Existing,Single-Family,2010,-1.415,98.99,6.3,22772.0,336920.0,359692.0,66.3,70.8,1.64,2.0
Virginia,Existing,Single-Family,2010,-3.759,96.412,7.3,304827.0,3858466.0,4163293.0,62.8,67.8,1.64,2.0
Washington,Existing,Single-Family,2010,-6.685,89.527,9.1,316342.0,3142109.0,3458451.0,59.9,65.9,1.64,2.0
West Virginia,Existing,Single-Family,2010,-1.287,95.405,8.7,70210.0,739891.0,810101.0,50.1,54.9,1.64,2.0
Wisconsin,Existing,Single-Family,2010,-3.048,99.375,8.5,262315.0,2820620.0,3082935.0,63.6,69.5,1.64,2.0
Wyoming,Existing,Single-Family,2010,-3.152,91.715,6.9,20940.0,280953.0,301893.0,65.2,70.1,1.64,2.0
Alabama,Existing,Single-Family,2011,-3.356,97.442,9.6,210958.0,1991379.0,2202337.0,53.5,59.1,3.1568,1.52
Alaska,Existing,Single-Family,2011,0.821,91.711,7.8,28287.0,336312.0,364599.0,63.6,69.0,3.1568,1.52
Arizona,Existing,Single-Family,2011,-10.839,73.232,9.4,288176.0,2763761.0,3051937.0,56.1,62.0,3.1568,1.52
Arkansas,Existing,Single-Family,2011,-1.637,94.492,7.9,107388.0,1250431.0,1357819.0,55.5,60.2,3.1568,1.52
California,Existing,Single-Family,2011,-5.208,74.13,11.9,2186154.0,16220602.0,18406756.0,56.0,63.6,3.1568,1.52
Colorado,Existing,Single-Family,2011,-3.119,77.89,8.7,236790.0,2493472.0,2730262.0,63.5,69.6,3.1568,1.52
Connecticut,Existing,Single-Family,2011,-3.2,101.537,9.0,172478.0,1741971.0,1914449.0,61.6,67.7,3.1568,1.52
Delaware,Existing,Single-Family,2011,-5.553,97.173,7.6,33742.0,410229.0,443971.0,57.7,62.4,3.1568,1.52
Florida,Existing,Single-Family,2011,-7.639,77.97,10.0,926229.0,8334119.0,9260348.0,54.8,60.9,3.1568,1.52
Georgia,Existing,Single-Family,2011,-7.527,88.154,10.1,480448.0,4258833.0,4739281.0,57.7,64.2,3.1568,1.52
Hawaii,Existing,Single-Family,2011,-1.459,82.589,6.8,45164.0,615470.0,660634.0,58.3,62.6,3.1568,1.52
Idaho,Existing,Single-Family,2011,-8.979,83.517,8.2,62545.0,701660.0,764205.0,59.5,64.8,3.1568,1.52
Illinois,Existing,Single-Family,2011,-4.846,95.257,9.8,641744.0,5925787.0,6567531.0,59.6,66.0,3.1568,1.52
Indiana,Existing,Single-Family,2011,-1.626,93.485,8.9,284614.0,2904397.0,3189011.0,58.1,63.7,3.1568,1.52
Iowa,Existing,Single-Family,2011,-0.268,92.462,5.6,94289.0,1575767.0,1670056.0,66.3,70.3,3.1568,1.52
Kansas,Existing,Single-Family,2011,-1.502,93.43,6.4,95802.0,1402198.0,1498000.0,64.9,69.3,3.1568,1.52
Kentucky,Existing,Single-Family,2011,-1.21,94.301,9.4,193332.0,1868168.0,2061500.0,55.4,61.1,3.1568,1.52
Louisiana,Existing,Single-Family,2011,-1.12,91.729,7.4,154487.0,1926038.0,2080525.0,55.4,59.8,3.1568,1.52
Maine,Existing,Single-Family,2011,-1.875,96.545,7.7,54012.0,644967.0,698979.0,59.8,64.8,3.1568,1.52
Maryland,Existing,Single-Family,2011,-4.022,94.262,7.3,226443.0,2870857.0,3097300.0,63.1,68.0,3.1568,1.52
Massachusetts,Existing,Single-Family,2011,-1.825,90.086,7.2,251677.0,3232458.0,3484135.0,61.0,65.8,3.1568,1.52
Michigan,Existing,Single-Family,2011,-3.865,83.311,10.0,467194.0,4201785.0,4668979.0,54.2,60.2,3.1568,1.52
Minnesota,Existing,Single-Family,2011,-5.05,88.305,6.5,192127.0,2760400.0,2952527.0,66.5,71.1,3.1568,1.52
Mississippi,Existing,Single-Family,2011,-1.809,96.181,9.8,131352.0,1214638.0,1345990.0,54.1,60.0,3.1568,1.52
Missouri,Existing,Single-Family,2011,-2.987,94.49,8.6,262298.0,2770662.0,3032960.0,59.6,65.2,3.1568,1.52
Montana,Existing,Single-Family,2011,-2.868,87.546,6.6,33279.0,467786.0,501065.0,59.6,63.9,3.1568,1.52
Nebraska,Existing,Single-Family,2011,-0.247,89.281,4.4,44310.0,959325.0,1003635.0,68.5,71.7,3.1568,1.52
Nevada,Existing,Single-Family,2011,-12.825,67.89,13.3,181138.0,1179653.0,1360791.0,56.4,65.0,3.1568,1.52
New Hampshire,Existing,Single-Family,2011,-3.197,93.939,5.5,40194.0,696591.0,736785.0,65.7,69.5,3.1568,1.52
New Jersey,Existing,Single-Family,2011,-3.988,97.616,9.4,427078.0,4134708.0,4561786.0,59.8,66.0,3.1568,1.52
New Mexico,Existing,Single-Family,2011,-4.473,98.24,7.2,66943.0,858165.0,925108.0,54.2,58.4,3.1568,1.52
New York,Existing,Single-Family,2011,-2.077,95.454,8.3,796090.0,8741662.0,9537752.0,56.5,61.6,3.1568,1.52
North Carolina,Existing,Single-Family,2011,-3.673,94.733,10.3,477802.0,4180071.0,4657873.0,56.4,62.8,3.1568,1.52
North Dakota,Existing,Single-Family,2011,3.691,76.297,3.3,12949.0,374434.0,387383.0,70.2,72.6,3.1568,1.52
Ohio,Existing,Single-Family,2011,-3.326,94.24,8.8,509752.0,5263728.0,5773480.0,58.5,64.2,3.1568,1.52
Oklahoma,Existing,Single-Family,2011,-1.562,90.739,5.6,98821.0,1668235.0,1767056.0,58.2,61.6,3.1568,1.52
Oregon,Existing,Single-Family,2011,-7.014,79.968,9.6,191674.0,1804257.0,1995931.0,58.8,65.1,3.1568,1.52
Pennsylvania,Existing,Single-Family,2011,-2.14,95.974,7.8,495001.0,5886748.0,6381749.0,58.2,63.1,3.1568,1.52
Rhode Island,Existing,Single-Family,2011,-4.428,96.222,11.0,61952.0,500109.0,562061.0,59.2,66.6,3.1568,1.52
South Carolina,Existing,Single-Family,2011,-4.042,93.617,10.4,227678.0,1957493.0,2185171.0,54.2,60.5,3.1568,1.52
South Dakota,Existing,Single-Family,2011,0.232,88.556,4.6,20499.0,425367.0,445866.0,68.2,71.5,3.1568,1.52
Tennessee,Existing,Single-Family,2011,-2.651,90.626,9.1,284214.0,2833278.0,3117492.0,57.0,62.7,3.1568,1.52
Texas,Existing,Single-Family,2011,-1.395,82.111,8.0,1000726.0,11498869.0,12499595.0,60.6,65.9,3.1568,1.52
Utah,Existing,Single-Family,2011,-5.36,82.468,7.1,94630.0,1246797.0,1341427.0,62.6,67.4,3.1568,1.52
Vermont,Existing,Single-Family,2011,-0.909,98.09,5.6,19897.0,337779.0,357676.0,66.2,70.1,3.1568,1.52
Virginia,Existing,Single-Family,2011,-2.738,93.773,6.6,276176.0,3929008.0,4205184.0,62.9,67.4,3.1568,1.52
Washington,Existing,Single-Family,2011,-6.588,83.629,8.5,293412.0,3144459.0,3437871.0,59.2,64.7,3.1568,1.52
West Virginia,Existing,Single-Family,2011,-1.542,93.935,7.8,63222.0,743346.0,806568.0,50.0,54.3,3.1568,1.52
Wisconsin,Existing,Single-Family,2011,-3.001,96.392,7.6,232170.0,2839987.0,3072157.0,63.7,68.9,3.1568,1.52
Wyoming,Existing,Single-Family,2011,-1.454,90.382,6.2,18659.0,284273.0,302932.0,65.0,69.3,3.1568,1.52
Alabama,Existing,Single-Family,2012,-0.546,96.91,8.2,177660.0,2000848.0,2178508.0,53.4,58.2,2.0693,-1.09
Alaska,Existing,Single-Family,2012,0.462,92.134,7.2,26319.0,337834.0,364153.0,63.1,68.1,2.0693,-1.09
Arizona,Existing,Single-Family,2012,4.14,76.264,8.3,254709.0,2799634.0,3054343.0,55.9,61.0,2.0693,-1.09
Arkansas,Existing,Single-Family,2012,0.503,94.967,7.3,98005.0,1251883.0,1349888.0,55.2,59.5,2.0693,-1.09
California,Existing,Single-Family,2012,0.275,74.334,10.5,1943842.0,16541039.0,18484881.0,56.5,63.1,2.0693,-1.09
Colorado,Existing,Single-Family,2012,1.436,79.009,8.0,219407.0,2529785.0,2749192.0,63.3,68.8,2.0693,-1.09
Connecticut,Existing,Single-Family,2012,-1.957,99.55,8.4,157858.0,1729687.0,1887545.0,60.8,66.3,2.0693,-1.09
Delaware,Existing,Single-Family,2012,-2.085,95.147,7.1,31473.0,414489.0,445962.0,57.6,62.0,2.0693,-1.09
Florida,Existing,Single-Family,2012,-0.595,77.506,8.6,806664.0,8529063.0,9335727.0,55.2,60.5,2.0693,-1.09
Georgia,Existing,Single-Family,2012,-3.929,84.691,9.0,431249.0,4339369.0,4770618.0,58.0,63.8,2.0693,-1.09
Hawaii,Existing,Single-Family,2012,1.354,83.707,5.9,38430.0,611985.0,650415.0,57.4,61.0,2.0693,-1.09
Idaho,Existing,Single-Family,2012,1.116,84.449,7.4,57143.0,714969.0,772112.0,59.9,64.7,2.0693,-1.09
Illinois,Existing,Single-Family,2012,-1.835,93.509,9.0,594235.0,5989454.0,6583689.0,59.9,65.9,2.0693,-1.09
Indiana,Existing,Single-Family,2012,0.233,93.702,8.2,260631.0,2911925.0,3172556.0,57.9,63.0,2.0693,-1.09
Iowa,Existing,Single-Family,2012,1.111,93.49,5.1,83944.0,1576236.0,1660180.0,66.0,69.5,2.0693,-1.09
Kansas,Existing,Single-Family,2012,0.223,93.639,5.7,85170.0,1405638.0,1490808.0,64.6,68.6,2.0693,-1.09
Kentucky,Existing,Single-Family,2012,0.553,94.822,8.2,168975.0,1891109.0,2060084.0,55.8,60.8,2.0693,-1.09
Louisiana,Existing,Single-Family,2012,1.294,92.916,6.7,141014.0,1948630.0,2089644.0,55.6,59.7,2.0693,-1.09
Maine,Existing,Single-Family,2012,-1.266,95.323,7.2,50415.0,650315.0,700730.0,60.1,64.7,2.0693,-1.09
Maryland,Existing,Single-Family,2012,-0.811,93.497,6.9,214429.0,2906518.0,3120947.0,63.2,67.8,2.0693,-1.09
Massachusetts,Existing,Single-Family,2012,-0.325,89.793,6.7,235201.0,3271256.0,3506457.0,61.1,65.5,2.0693,-1.09
Michigan,Existing,Single-Family,2012,0.172,83.454,9.0,423499.0,4261963.0,4685462.0,54.7,60.1,2.0693,-1.09
Minnesota,Existing,Single-Family,2012,-0.477,87.885,5.6,166589.0,2783181.0,2949770.0,66.5,70.5,2.0693,-1.09
Mississippi,Existing,Single-Family,2012,-0.258,95.933,8.8,117205.0,1213245.0,1330450.0,53.8,59.0,2.0693,-1.09
Missouri,Existing,Single-Family,2012,-0.354,94.156,7.2,215322.0,2789025.0,3004347.0,59.7,64.3,2.0693,-1.09
Montana,Existing,Single-Family,2012,1.695,89.03,5.8,29385.0,477056.0,506441.0,60.3,64.0,2.0693,-1.09
Nebraska,Existing,Single-Family,2012,1.234,90.382,3.9,39359.0,973448.0,1012807.0,69.0,71.8,2.0693,-1.09
Nevada,Existing,Single-Family,2012,-1.271,67.027,11.6,158475.0,1207733.0,1366208.0,56.9,64.4,2.0693,-1.09
New Hampshire,Existing,Single-Family,2012,-1.519,92.512,5.4,40348.0,700448.0,740796.0,65.5,69.3,2.0693,-1.09
New Jersey,Existing,Single-Family,2012,-2.665,95.015,9.4,429065.0,4147221.0,4576286.0,59.7,65.9,2.0693,-1.09
New Mexico,Existing,Single-Family,2012,-1.816,96.456,7.0,64825.0,863937.0,928762.0,54.2,58.3,2.0693,-1.09
New York,Existing,Single-Family,2012,-1.288,94.224,8.6,827516.0,8775083.0,9602599.0,56.4,61.7,2.0693,-1.09
North Carolina,Existing,Single-Family,2012,-1.672,93.149,9.5,448820.0,4271383.0,4720203.0,56.9,62.9,2.0693,-1.09
North Dakota,Existing,Single-Family,2012,6.078,80.934,2.9,11602.0,383888.0,395490.0,70.5,72.6,2.0693,-1.09
Ohio,Existing,Single-Family,2012,-0.693,93.586,7.4,422083.0,5290392.0,5712475.0,58.6,63.3,2.0693,-1.09
Oklahoma,Existing,Single-Family,2012,1.488,92.089,5.1,91277.0,1703624.0,1794901.0,58.9,62.0,2.0693,-1.09
Oregon,Existing,Single-Family,2012,-0.615,79.476,8.8,173414.0,1791248.0,1964662.0,57.8,63.4,2.0693,-1.09
Pennsylvania,Existing,Single-Family,2012,-0.83,95.178,7.7,493614.0,5955409.0,6449023.0,58.6,63.5,2.0693,-1.09
Rhode Island,Existing,Single-Family,2012,-2.807,93.521,10.2,57307.0,502897.0,560204.0,59.3,66.1,2.0693,-1.09
South Carolina,Existing,Single-Family,2012,-1.067,92.618,9.0,197246.0,1992957.0,2190203.0,54.5,59.9,2.0693,-1.09
South Dakota,Existing,Single-Family,2012,1.707,90.068,4.1,18113.0,428943.0,447056.0,67.9,70.8,2.0693,-1.09
Tennessee,Existing,Single-Family,2012,-0.148,90.491,8.0,246595.0,2849727.0,3096322.0,56.8,61.7,2.0693,-1.09
Texas,Existing,Single-Family,2012,1.461,83.311,6.7,844490.0,11794975.0,12639465.0,61.0,65.4,2.0693,-1.09
