State,Vintage,Dwellings,Year,HPI Yearly Percent Change,HPI Index Publication Base,Unemployment Rate,Unemployment,Employment,Labor Force,Employment-Population Ratio,Labor Force Participation Rate,Inflation Rate (%),Annual Change
Montana,Existing,Single-Family,2021,19.332,153.5,3.4,18629.0,531926.0,550555.0,60.2,62.3,4.6979,3.46
Nebraska,Existing,Single-Family,2021,12.091,142.677,2.7,28254.0,1021330.0,1049584.0,67.6,69.4,4.6979,3.46
Nevada,Existing,Single-Family,2021,17.325,176.566,6.9,103848.0,1395651.0,1499499.0,55.9,60.0,4.6979,3.46
New Hampshire,Existing,Single-Family,2021,15.94,150.476,3.4,25741.0,731117.0,756858.0,63.6,65.8,4.6979,3.46
New Jersey,Existing,Single-Family,2021,12.616,131.49,6.6,308891.0,4357217.0,4666108.0,58.8,63.0,4.6979,3.46
New Mexico,Existing,Single-Family,2021,13.208,138.786,7.1,66652.0,876730.0,943382.0,52.5,56.5,4.6979,3.46
New York,Existing,Single-Family,2021,11.313,138.162,7.0,671757.0,8886155.0,9557912.0,55.3,59.4,4.6979,3.46
North Carolina,Existing,Single-Family,2021,15.36,151.302,4.9,241917.0,4712866.0,4954783.0,56.5,59.4,4.6979,3.46
North Dakota,Existing,Single-Family,2021,6.359,117.215,3.1,12536.0,396364.0,408900.0,66.5,68.6,4.6979,3.46
Ohio,Existing,Single-Family,2021,12.64,144.31,5.1,293954.0,5434815.0,5728769.0,58.2,61.4,4.6979,3.46
Oklahoma,Existing,Single-Family,2021,11.569,132.493,4.0,74634.0,1785703.0,1860337.0,58.3,60.7,4.6979,3.46
Oregon,Existing,Single-Family,2021,16.298,163.138,5.2,112183.0,2035428.0,2147611.0,58.8,62.0,4.6979,3.46
Pennsylvania,Existing,Single-Family,2021,11.83,135.332,6.0,386386.0,6058976.0,6445362.0,57.7,61.4,4.6979,3.46
Rhode Island,Existing,Single-Family,2021,15.677,150.08,5.5,31516.0,540182.0,571698.0,60.1,63.6,4.6979,3.46
South Carolina,Existing,Single-Family,2021,13.862,148.014,3.9,92908.0,2261060.0,2353968.0,54.8,57.1,4.6979,3.46
South Dakota,Existing,Single-Family,2021,13.528,142.615,2.6,12409.0,457174.0,469583.0,66.8,68.7,4.6979,3.46
Tennessee,Existing,Single-Family,2021,16.454,158.623,4.5,149410.0,3174135.0,3323545.0,57.5,60.2,4.6979,3.46
Texas,Existing,Single-Family,2021,14.484,152.72,5.6,807358.0,13503671.0,14311029.0,59.9,63.5,4.6979,3.46
Utah,Existing,Single-Family,2021,22.193,179.391,2.7,46201.0,1641338.0,1687539.0,66.0,67.9,4.6979,3.46
Vermont,Existing,Single-Family,2021,14.037,132.801,3.7,12469.0,323354.0,335823.0,59.9,62.2,4.6979,3.46
Virginia,Existing,Single-Family,2021,11.505,132.555,3.9,168742.0,4162555.0,4331297.0,61.2,63.7,4.6979,3.46
Washington,Existing,Single-Family,2021,17.031,175.978,5.2,203002.0,3695705.0,3898707.0,59.9,63.2,4.6979,3.46
West Virginia,Existing,Single-Family,2021,9.614,123.158,5.1,39744.0,739003.0,778747.0,51.2,54.0,4.6979,3.46
Wisconsin,Existing,Single-Family,2021,11.684,140.694,3.8,118698.0,2981070.0,3099768.0,63.2,65.7,4.6979,3.46
Wyoming,Existing,Single-Family,2021,11.62,130.908,4.6,13406.0,275748.0,289154.0,60.7,63.7,4.6979,3.46
Alabama,Existing,Single-Family,2022,16.895,161.92,2.6,59358.0,2226670.0,2286028.0,55.5,57.0,8.0028,3.3
Alaska,Existing,Single-Family,2022,11.841,133.541,4.0,14399.0,342400.0,356799.0,62.6,65.2,8.0028,3.3
Arizona,Existing,Single-Family,2022,21.579,211.91,3.8,138128.0,3477033.0,3615161.0,59.3,61.7,8.0028,3.3
Arkansas,Existing,Single-Family,2022,17.665,158.368,3.3,45418.0,1323949.0,1369367.0,55.6,57.5,8.0028,3.3
California,Existing,Single-Family,2022,15.669,172.456,4.2,811079.0,18440895.0,19251974.0,59.3,61.9,8.0028,3.3
Colorado,Existing,Single-Family,2022,16.568,192.757,3.0,97094.0,3103531.0,3200625.0,66.3,68.4,8.0028,3.3
Connecticut,Existing,Single-Family,2022,14.449,142.953,4.2,80470.0,1851993.0,1932463.0,62.8,65.6,8.0028,3.3
Delaware,Existing,Single-Family,2022,14.768,150.986,4.5,22430.0,474258.0,496688.0,57.7,60.5,8.0028,3.3
Florida,Existing,Single-Family,2022,25.52,211.601,2.9,313266.0,10449041.0,10762307.0,57.6,59.3,8.0028,3.3
Georgia,Existing,Single-Family,2022,21.591,190.107,3.0,159182.0,5075093.0,5234275.0,59.6,61.5,8.0028,3.3
Hawaii,Existing,Single-Family,2022,20.405,159.704,3.5,23622.0,652677.0,676299.0,58.1,60.2,8.0028,3.3
Idaho,Existing,Single-Family,2022,18.128,241.623,2.7,25314.0,925358.0,950672.0,61.4,63.1,8.0028,3.3
Illinois,Existing,Single-Family,2022,12.742,140.006,4.6,295787.0,6176876.0,6472663.0,61.5,64.5,8.0028,3.3
Indiana,Existing,Single-Family,2022,16.036,169.069,3.0,101811.0,3302632.0,3404443.0,61.6,63.5,8.0028,3.3
Iowa,Existing,Single-Family,2022,13.385,146.949,2.7,46961.0,1669933.0,1716894.0,66.3,68.1,8.0028,3.3
Kansas,Existing,Single-Family,2022,14.426,160.296,2.7,40098.0,1464834.0,1504932.0,64.6,66.4,8.0028,3.3
Kentucky,Existing,Single-Family,2022,15.127,159.888,3.9,79945.0,1968121.0,2048066.0,55.6,57.8,8.0028,3.3
Louisiana,Existing,Single-Family,2022,10.933,136.754,3.7,76350.0,2011867.0,2088217.0,56.5,58.7,8.0028,3.3
Maine,Existing,Single-Family,2022,18.878,178.956,3.0,19910.0,654965.0,674875.0,56.8,58.6,8.0028,3.3
Maryland,Existing,Single-Family,2022,11.75,143.9,3.2,102813.0,3068700.0,3171513.0,62.8,64.9,8.0028,3.3
Massachusetts,Existing,Single-Family,2022,13.837,163.441,3.8,140752.0,3603172.0,3743924.0,62.7,65.1,8.0028,3.3
Michigan,Existing,Single-Family,2022,14.104,170.268,4.2,203427.0,4632539.0,4835966.0,57.3,59.9,8.0028,3.3
Minnesota,Existing,Single-Family,2022,12.032,159.442,2.7,82580.0,2994920.0,3077500.0,66.3,68.1,8.0028,3.3
Mississippi,Existing,Single-Family,2022,15.01,146.83,3.9,49142.0,1201880.0,1251022.0,52.7,54.9,8.0028,3.3
Missouri,Existing,Single-Family,2022,15.777,164.696,2.5,76939.0,2984340.0,3061279.0,61.1,62.7,8.0028,3.3
Montana,Existing,Single-Family,2022,21.334,186.247,2.6,14945.0,552842.0,567787.0,61.4,63.1,8.0028,3.3
Nebraska,Existing,Single-Family,2022,14.85,163.864,2.3,24836.0,1034091.0,1058927.0,68.1,69.7,8.0028,3.3
Nevada,Existing,Single-Family,2022,18.207,208.714,5.4,83646.0,1466213.0,1549859.0,57.9,61.2,8.0028,3.3
New Hampshire,Existing,Single-Family,2022,16.906,175.916,2.5,19333.0,747339.0,766672.0,64.5,66.1,8.0028,3.3
New Jersey,Existing,Single-Family,2022,16.084,152.638,3.7,175691.0,4564113.0,4739804.0,61.5,63.9,8.0028,3.3
New Mexico,Existing,Single-Family,2022,16.014,161.011,4.0,38155.0,908870.0,947025.0,54.2,56.5,8.0028,3.3
New York,Existing,Single-Family,2022,13.684,157.068,4.3,411168.0,9205821.0,9616989.0,57.7,60.2,8.0028,3.3
North Carolina,Existing,Single-Family,2022,22.439,185.252,3.7,188331.0,4970998.0,5159329.0,58.7,60.9,8.0028,3.3
North Dakota,Existing,Single-Family,2022,10.693,129.749,2.1,8731.0,405580.0,414311.0,67.8,69.2,8.0028,3.3
Ohio,Existing,Single-Family,2022,14.937,165.865,4.0,230950.0,5510327.0,5741277.0,59.0,61.5,8.0028,3.3
Oklahoma,Existing,Single-Family,2022,16.213,153.974,3.0,56979.0,1830061.0,1887040.0,59.1,61.0,8.0028,3.3
Oregon,Existing,Single-Family,2022,13.735,185.545,4.2,90795.0,2085939.0,2176734.0,60.2,62.8,8.0028,3.3
Pennsylvania,Existing,Single-Family,2022,13.592,153.726,4.4,282692.0,6196385.0,6479077.0,59.1,61.8,8.0028,3.3
Rhode Island,Existing,Single-Family,2022,16.402,174.696,3.2,18235.0,551220.0,569455.0,61.3,63.3,8.0028,3.3
South Carolina,Existing,Single-Family,2022,20.928,178.991,3.2,77048.0,2297927.0,2374975.0,54.7,56.5,8.0028,3.3
South Dakota,Existing,Single-Family,2022,17.948,168.211,2.1,9815.0,465250.0,475065.0,66.8,68.2,8.0028,3.3
Tennessee,Existing,Single-Family,2022,23.008,195.118,3.4,113471.0,3238559.0,3352030.0,57.9,59.9,8.0028,3.3
Texas,Existing,Single-Family,2022,19.982,183.236,3.9,569725.0,14092833.0,14662558.0,61.4,63.9,8.0028,3.3
Utah,Existing,Single-Family,2022,19.362,214.126,2.3,40380.0,1702674.0,1743054.0,67.1,68.7,8.0028,3.3
Vermont,Existing,Single-Family,2022,18.117,156.86,2.6,9038.0,333081.0,342119.0,61.5,63.2,8.0028,3.3
Virginia,Existing,Single-Family,2022,14.778,152.144,2.9,127053.0,4308805.0,4435858.0,63.0,64.9,8.0028,3.3
Washington,Existing,Single-Family,2022,16.367,204.781,4.2,168024.0,3822319.0,3990343.0,61.4,64.1,8.0028,3.3
West Virginia,Existing,Single-Family,2022,11.561,137.397,3.9,30662.0,754453.0,785115.0,52.5,54.7,8.0028,3.3
Wisconsin,Existing,Single-Family,2022,15.522,162.532,2.9,90079.0,2992049.0,3082128.0,63.1,65.0,8.0028,3.3
Wyoming,Existing,Single-Family,2022,15.503,151.203,3.6,10413.0,281343.0,291756.0,61.4,63.7,8.0028,3.3
